task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
435	87/eda11c	478793	NFCORE_AMPLISEQ:AMPLISEQ:QIIME2_DIVERSITY:QIIME2_DIVERSITY_BETA (weighted_unifrac_distance_matrix - Timepoint)	CACHED	0	2024-01-29 11:29:55.073	19.7s	19.2s	99.8%	384.6 MB	2 GB	554.7 MB	8.1 MB
400	af/630b72	525636	NFCORE_AMPLISEQ:AMPLISEQ:QIIME2_ANCOM:QIIME2_ANCOM_TAX (Treatment - taxonomic level: 4)	COMPLETED	0	2024-01-29 12:42:30.663	37.4s	36.9s	108.2%	364 MB	2 GB	298.9 MB	8.2 MB
398	27/078cf8	528495	NFCORE_AMPLISEQ:AMPLISEQ:QIIME2_ANCOM:QIIME2_ANCOM_TAX (Treatment - taxonomic level: 2)	COMPLETED	0	2024-01-29 12:43:08.062	37.7s	37.3s	108.3%	378 MB	2.1 GB	298.7 MB	8.1 MB
399	62/0d312b	530410	NFCORE_AMPLISEQ:AMPLISEQ:QIIME2_ANCOM:QIIME2_ANCOM_TAX (Treatment - taxonomic level: 3)	COMPLETED	0	2024-01-29 12:43:45.768	37.1s	36.7s	108.5%	370.2 MB	2 GB	298.8 MB	8.1 MB
384	7b/460e0e	525629	NFCORE_AMPLISEQ:AMPLISEQ:PICRUST (rep-seq.fasta,feature-table.tsv)	COMPLETED	0	2024-01-29 12:42:30.659	8m 4s	8m 4s	305.6%	19.3 GB	22.4 GB	2.6 GB	1.2 GB
436	4b/e42040	557984	NFCORE_AMPLISEQ:AMPLISEQ:CUSTOM_DUMPSOFTWAREVERSIONS (1)	COMPLETED	0	2024-01-29 12:50:36.050	540ms	252ms	31.2%	7.4 MB	15.6 MB	928.2 KB	4.2 KB
437	3c/57ad0d	558246	NFCORE_AMPLISEQ:AMPLISEQ:MULTIQC	COMPLETED	0	2024-01-29 12:50:37.608	22.9s	22.2s	150.0%	432.1 MB	2.1 GB	27.2 GB	20.9 MB
402	58/47c38c	532462	NFCORE_AMPLISEQ:AMPLISEQ:QIIME2_ANCOM:QIIME2_ANCOM_ASV (Treatment)	COMPLETED	0	2024-01-29 12:44:22.903	38m 24s	38m 24s	102.5%	692.3 MB	2.3 GB	178 MB	13.1 MB
406	70/5be559	576735	NFCORE_AMPLISEQ:AMPLISEQ:QIIME2_ANCOM:QIIME2_ANCOM_TAX (Treatment - taxonomic level: 6)	COMPLETED	0	2024-01-29 13:22:47.070	36.4s	35.9s	110.1%	347.9 MB	2 GB	299.7 MB	8.6 MB
405	bd/5a3c03	577907	NFCORE_AMPLISEQ:AMPLISEQ:QIIME2_ANCOM:QIIME2_ANCOM_TAX (Treatment - taxonomic level: 5)	COMPLETED	0	2024-01-29 13:23:23.451	36.2s	35.7s	109.8%	370.5 MB	2 GB	299 MB	8.3 MB
404	f2/5d7f45	557829	NFCORE_AMPLISEQ:AMPLISEQ:QIIME2_ANCOM:QIIME2_ANCOM_ASV (Sex)	COMPLETED	0	2024-01-29 12:50:35.046	37m 22s	37m 21s	102.1%	692.5 MB	2.3 GB	178 MB	13.2 MB
438	93/bd2cf3	579536	NFCORE_AMPLISEQ:AMPLISEQ:SUMMARY_REPORT (1)	COMPLETED	0	2024-01-29 13:27:57.056	6.7s	6.2s	95.1%	460.4 MB	1 TB	54.1 MB	13.9 MB
